price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,city,years_since_last_update
379950.0,4,1.75,1970,9389,1.0,0,0,5,1140,830,Shoreline,377990.0
287000.0,3,1.0,1450,6000,1.0,0,0,4,1450,0,Seattle,285017.0
2280000.0,7,8.0,13540,307752,3.0,0,4,3,9410,4130,Redmond,2278001.0
309950.0,3,2.5,1880,7838,2.0,0,0,3,1880,0,Renton,307956.0
600000.0,3,1.75,1880,6360,1.0,0,0,4,1040,840,Seattle,598055.0
418000.0,3,2.0,1410,6030,1.5,0,0,4,1410,0,Seattle,416070.0
449250.0,4,2.0,1480,3844,1.5,0,0,5,1480,0,Seattle,447280.0
329950.0,2,1.0,1140,5250,1.5,0,0,4,1140,0,Seattle,327965.0
245000.0,3,1.75,1920,9306,1.0,0,0,3,1000,920,Auburn,243016.0
549000.0,4,2.5,2910,6338,2.0,0,0,3,2910,0,Renton,546992.0
800000.0,3,2.5,3240,7857,2.0,0,0,3,3240,0,Sammamish,798006.0
249950.0,3,2.0,1550,15040,1.0,0,0,4,1550,0,Renton,247978.0
210000.0,5,2.0,2050,10200,1.0,0,0,3,1430,620,Des Moines,207999.0
1425000.0,2,2.5,2220,4000,2.0,0,0,3,2220,0,Seattle,1423000.0
585000.0,2,1.0,1770,8640,1.5,0,0,3,1520,250,Seattle,583002.0
615000.0,4,1.75,2300,11700,1.0,0,0,4,1960,340,Redmond,613023.0
618500.0,3,2.0,1800,5000,1.0,0,0,4,1080,720,Seattle,616518.0
487585.0,4,1.75,2010,9211,1.0,0,0,3,1470,540,Kirkland,485581.0
509900.0,3,2.5,1790,2700,2.0,0,0,3,1790,0,Issaquah,507890.0
631625.0,4,2.5,2440,6651,2.0,0,0,3,2440,0,Seattle,629611.0
555000.0,3,2.5,1940,3211,2.0,0,0,3,1940,0,Issaquah,552991.0
340000.0,2,1.5,1160,1438,2.0,0,0,3,1160,0,Seattle,337999.0
830000.0,4,2.5,3400,9692,2.0,0,0,3,3400,0,Redmond,827993.0
890000.0,4,4.25,4420,5750,2.0,0,0,3,3410,1010,Issaquah,887994.0
366750.0,3,3.0,1571,2017,3.0,0,0,3,1571,0,Seattle,364742.0
415000.0,3,2.25,1620,998,2.5,0,0,3,1540,80,Issaquah,412990.0
416286.0,3,2.5,1408,989,3.0,0,0,3,1408,0,Seattle,414281.0
478000.0,3,2.5,3040,4535,2.0,0,0,3,3040,0,Renton,475993.0
890000.0,5,3.5,4490,6000,2.0,0,0,3,3200,1290,Issaquah,887994.0
419190.0,2,2.5,1590,1426,2.0,0,0,3,1590,0,Issaquah,417176.0
712198.0,4,2.5,2450,4247,2.0,0,0,3,2450,0,Redmond,710275.0
397000.0,4,2.0,1440,7680,1.0,0,0,3,1200,240,Kirkland,395029.0
450000.0,2,2.0,1100,3000,1.5,0,0,3,1100,0,Seattle,447995.0
353000.0,3,1.0,1350,7740,1.0,0,0,4,860,490,Seattle,351012.0
609000.0,4,2.5,2150,37981,2.0,0,0,3,2150,0,Redmond,607015.0
234000.0,3,1.75,1490,8366,1.0,0,0,4,1010,480,Covington,232025.0
561000.0,3,2.0,2000,7000,2.0,0,0,3,2000,0,Seattle,559014.0
469000.0,2,1.0,1030,4400,1.0,0,0,3,1030,0,Seattle,466989.0
329350.0,2,1.0,720,6687,1.0,0,0,3,720,0,Seattle,327351.0
488000.0,5,2.0,2020,5000,1.5,0,0,4,2020,0,Seattle,486062.0
279900.0,3,1.75,1580,8151,1.0,0,1,4,1100,480,Des Moines,277938.0
606000.0,4,2.5,2110,13850,2.0,0,0,3,2110,0,Issaquah,604000.0
312000.0,4,2.0,1300,7054,1.0,0,0,3,1300,0,Seattle,309987.0
650000.0,3,1.5,1630,7475,1.0,0,1,3,1160,470,Seattle,648004.0
1135000.0,4,2.75,3370,8103,1.0,0,3,3,1970,1400,Seattle,1132986.0
325000.0,4,2.5,1890,6156,1.0,0,0,3,980,910,Seattle,323020.0
425000.0,4,2.0,1520,7983,1.0,0,0,5,1520,0,Inglewood-Finn Hill,423033.0
219000.0,2,1.0,900,5160,1.0,0,0,3,900,0,Seattle,216992.0
250000.0,3,1.0,1050,6874,1.0,0,0,3,1050,0,Shoreline,247995.0
390000.0,3,1.75,1260,6500,1.0,0,0,4,1260,0,Bellevue,388034.0
475000.0,6,3.0,3470,117612,1.5,0,0,3,3470,0,Kenmore,472989.0
736000.0,4,2.5,2290,12047,2.0,0,0,4,2290,0,Bellevue,734012.0
407000.0,4,2.25,2810,23400,1.0,0,1,3,1710,1100,Des Moines,404996.0
272000.0,3,2.5,1650,13816,2.0,0,0,3,1650,0,Carnation,269994.0
362000.0,3,2.25,1640,14374,1.0,0,0,4,1140,500,Burien,360037.0
535000.0,3,2.5,1850,10109,2.0,0,0,3,1850,0,Kirkland,533009.0
284000.0,4,2.5,2000,5390,2.0,0,0,3,2000,0,Kent,281997.0
367500.0,3,1.5,1410,9647,1.0,0,0,3,1410,0,Shoreline,365496.0
379900.0,4,1.75,1500,11600,1.0,0,0,4,1000,500,Kenmore,377891.0
520000.0,3,2.5,2460,54885,2.0,0,0,4,2460,0,Renton,518020.0
175000.0,3,1.0,1010,7034,1.0,0,0,3,1010,0,Renton,172995.0
460000.0,2,2.25,1230,929,2.0,0,0,3,1020,210,Seattle,457997.0
345000.0,4,2.5,2331,3826,2.0,0,0,3,2331,0,Renton,342993.0
455000.0,5,2.5,2240,7770,1.0,0,0,3,1340,900,Kirkland,453022.0
610000.0,4,3.0,2450,10117,1.0,0,0,5,1580,870,Bellevue,608033.0
563000.0,4,3.0,3100,15480,2.0,0,0,3,2400,700,Kenmore,561004.0
612500.0,4,2.0,2060,5000,1.0,0,0,3,1030,1030,Seattle,610487.0
218000.0,3,1.75,1850,7684,1.0,0,0,3,1320,530,Federal Way,215986.0
404000.0,4,1.75,1840,10720,1.0,0,0,3,960,880,Bellevue,401996.0
860000.0,4,2.0,3740,32417,2.0,0,0,3,3740,0,Redmond,858000.0
136500.0,3,1.5,1420,8580,1.0,0,0,3,1420,0,Federal Way,134497.0
313950.0,3,1.0,1510,6083,1.0,0,0,4,860,650,Seattle,311949.0
575000.0,3,1.75,2130,6500,1.0,0,2,3,1170,960,Seattle,572995.0
1225000.0,4,2.25,3490,6906,2.0,0,0,4,2280,1210,Seattle,1223072.0
280000.0,3,1.75,1630,11800,1.0,0,0,4,1630,0,North Bend,278029.0
515000.0,3,2.5,1790,7167,2.0,0,0,3,1790,0,Sammamish,513011.0
513000.0,4,2.5,2000,5684,2.0,0,0,3,2000,0,Kenmore,511004.0
599000.0,4,2.25,2260,29930,2.0,0,0,4,1400,860,Bellevue,597023.0
685000.0,4,2.5,3030,7864,2.0,0,0,3,3030,0,Sammamish,683001.0
365000.0,3,1.5,1310,8160,1.0,0,0,3,1310,0,Seattle,362995.0
762300.0,4,2.5,3880,14550,2.0,0,0,3,3880,0,Sammamish,760300.0
1580000.0,4,3.25,3760,10920,1.5,0,0,5,2400,1360,Seattle,1578050.0
562000.0,5,2.25,3040,8111,2.0,0,0,3,3040,0,Redmond,560016.0
530000.0,5,2.5,2910,9636,1.0,0,0,4,1690,1220,Bellevue,528036.0
525000.0,3,2.5,2970,11985,1.0,0,0,3,1770,1200,Sammamish,523005.0
484000.0,2,1.75,1660,6000,1.0,0,0,3,1160,500,Seattle,482001.0
725126.0,4,2.5,3200,12369,2.0,0,0,3,3200,0,Newcastle,723120.0
360000.0,4,2.0,2680,18768,1.0,0,0,5,2680,0,Auburn,358035.0
387000.0,3,1.0,1230,9568,1.0,0,0,5,1230,0,Newcastle,385038.0
483500.0,4,2.5,2740,45732,2.0,0,0,3,2740,0,Woodinville,481505.0
655500.0,4,3.5,3380,8330,2.0,0,0,3,3380,0,Shoreline,653500.0
345000.0,3,1.0,1110,6250,1.0,0,0,3,1110,0,Seattle,342999.0
533000.0,5,2.75,1800,3780,1.5,0,0,3,1400,400,Seattle,530997.0
385000.0,3,1.75,1900,5520,1.0,0,0,3,1280,620,Seattle,383018.0
675000.0,2,1.0,930,36478,1.0,0,2,3,930,0,Bellevue,673006.0
197000.0,3,1.75,1690,7735,1.0,0,0,4,1060,630,Auburn,195008.0
485000.0,3,2.0,1420,4080,1.5,0,0,3,1420,0,Seattle,482987.0
1870000.0,5,4.0,4510,15175,2.0,0,0,3,4510,0,Mercer Island,1867998.0
295000.0,3,2.25,1980,8000,1.0,0,0,4,1560,420,Federal Way,293026.0
499000.0,2,1.75,1170,2400,1.0,0,0,4,740,430,Seattle,497097.0
1050000.0,3,2.5,2200,1970,2.0,0,0,3,1610,590,Seattle,1047992.0
191000.0,3,1.5,800,8850,1.0,0,0,4,800,0,Federal Way,189041.0
500000.0,3,2.5,1480,1171,3.0,0,0,3,1480,0,Seattle,497994.0
390000.0,5,3.75,2890,5000,1.0,0,0,3,1310,1580,Seattle,387994.0
979000.0,3,2.5,2690,4047,3.0,0,0,3,2690,0,Seattle,976986.0
580000.0,4,3.25,3569,8327,2.0,0,0,3,3569,0,Renton,578077.0
369950.0,3,2.0,1270,1320,3.0,0,0,3,1270,0,Seattle,367944.0
1800000.0,5,5.0,4490,10279,2.0,0,0,3,3930,560,Bellevue,1798077.0
776000.0,4,2.5,3040,6425,2.0,0,0,3,3040,0,Redmond,773992.0
519950.0,3,2.25,1170,1249,3.0,0,0,3,1170,0,Seattle,517936.0
255000.0,5,2.25,2060,8632,1.0,0,0,3,1030,1030,Burien,252997.0
495000.0,3,1.0,990,6000,1.0,0,0,3,990,0,Seattle,492998.0
510000.0,4,2.5,2430,5203,2.0,0,0,3,2430,0,Shoreline,507997.0
1150000.0,4,4.0,4460,103382,2.0,0,0,3,4460,0,Redmond,1147999.0
253000.0,3,1.75,1250,10122,1.0,0,0,3,1250,0,Black Diamond,251006.0
503000.0,3,2.75,1540,6760,1.0,0,0,5,1210,330,Kirkland,501020.0
275000.0,3,2.5,1600,7000,2.0,0,0,4,1600,0,Maple Valley,273007.0
249000.0,3,1.0,1110,8423,1.0,0,0,3,1110,0,Burien,246992.0
310000.0,3,1.75,1840,10723,1.0,0,0,4,1220,620,Renton,308026.0
750000.0,3,2.75,2520,5401,1.0,0,0,4,1360,1160,Seattle,748011.0
630000.0,3,2.5,2680,327135,2.0,0,0,3,2680,0,Ravensdale,628005.0
599999.0,9,4.5,3830,6988,2.5,0,0,3,2450,1380,Seattle,597996.0
758000.0,4,2.75,2410,9549,1.0,0,0,4,1780,630,Kirkland,756044.0
248500.0,4,1.75,1720,10018,1.0,0,0,5,1720,0,Covington,246540.0
310000.0,3,1.75,2070,37904,1.0,0,0,4,1420,650,Kent,308027.0
460000.0,3,2.0,1760,9055,2.0,0,0,4,1760,0,Redmond,458015.0
675000.0,3,1.75,1680,10500,1.0,0,0,4,1680,0,Bellevue,673041.0
526000.0,2,2.0,1550,2400,1.5,0,0,4,1550,0,Seattle,524029.0
560000.0,3,3.0,4120,60392,2.0,0,2,3,3180,940,Carnation,558006.0
415000.0,4,3.0,1830,9548,2.0,0,0,3,1830,0,Bothell,413009.0
246000.0,3,1.0,1400,7410,1.0,0,0,3,1400,0,Burien,244056.0
314500.0,3,1.75,1870,12381,1.0,0,0,4,1870,0,Federal Way,312499.0
3200000.0,7,4.5,6210,8856,2.5,0,2,5,4760,1450,Seattle,3198090.0
420000.0,2,1.5,1040,3500,1.5,0,0,4,1040,0,Seattle,418096.0
535000.0,3,1.75,2720,149410,1.5,0,0,3,2720,0,Carnation,533000.0
350000.0,3,1.0,1010,9360,1.0,0,0,3,1010,0,Kirkland,347987.0
515000.0,3,1.75,1580,9147,1.0,0,1,4,1210,370,Bellevue,513033.0
749950.0,4,2.75,2600,6050,2.0,0,0,5,1960,640,Seattle,748001.0
230000.0,3,2.5,1920,9180,2.0,0,0,3,1920,0,Renton,228000.0
568000.0,3,2.0,2350,5080,1.5,0,0,3,1780,570,Seattle,566071.0
250000.0,1,1.0,1100,4373,1.0,0,0,2,820,280,Burien,248053.0
581000.0,4,2.0,2510,13695,1.0,0,0,4,1280,1230,Kirkland,578999.0
651000.0,3,2.5,3240,108366,2.0,0,0,4,3240,0,Kent,649009.0
600000.0,3,2.5,2460,108900,1.0,0,0,4,1860,600,Issaquah,598023.0
500000.0,2,1.0,1010,3885,1.5,0,0,4,1010,0,Seattle,498010.0
475000.0,2,1.0,820,2723,1.0,0,0,3,820,0,Seattle,473000.0
352000.0,5,2.5,2420,8560,1.0,0,2,3,1620,800,Seattle,350022.0
420000.0,3,2.25,1770,8165,2.0,0,0,3,1770,0,Kirkland,417996.0
428000.0,2,2.0,1350,3900,1.0,0,0,3,1350,0,Redmond,425997.0
599000.0,3,1.75,1960,4788,1.0,0,0,4,1090,870,Seattle,597080.0
492000.0,4,2.5,3305,16164,1.5,0,0,5,2245,1060,Shoreline,490044.0
630000.0,2,2.25,2550,5663,1.0,0,0,3,1720,830,Renton,627989.0
900000.0,5,3.75,4130,226076,2.0,0,0,3,3170,960,Woodinville,898015.0
1110000.0,4,1.5,2310,13300,1.0,0,0,3,1890,420,Clyde Hill,1107995.0
575000.0,4,2.0,1650,5000,1.0,0,0,3,1650,0,Seattle,572995.0
705000.0,4,2.5,2650,4316,1.5,0,0,3,1520,1130,Seattle,702987.0
940000.0,4,2.25,1890,5940,1.0,0,1,3,1470,420,Seattle,937992.0
313000.0,3,1.75,2190,8000,1.0,0,0,4,2190,0,Federal Way,311033.0
618080.0,3,2.5,2030,6500,2.0,0,0,3,2030,0,Issaquah,616080.0
640000.0,3,3.0,2270,5175,2.0,0,0,3,2130,140,Renton,637998.0
485000.0,3,2.0,1610,4160,1.0,0,0,4,1010,600,Seattle,483083.0
300000.0,2,1.0,760,3001,1.0,0,0,3,760,0,Seattle,298017.0
379500.0,2,1.0,1640,17335,1.0,0,0,3,840,800,Redmond,377522.0
339950.0,3,2.25,1630,12295,2.0,0,0,4,1630,0,Renton,337965.0
1500000.0,6,2.5,3560,6480,2.5,0,0,4,3560,0,Seattle,1498055.0
1340000.0,3,3.0,2960,5500,2.0,0,2,3,2440,520,Seattle,1338010.0
500000.0,3,2.5,1940,37565,1.0,0,0,4,1940,0,Issaquah,498013.0
239900.0,3,2.0,1410,7566,1.0,0,0,3,1410,0,Kent,237915.0
314950.0,3,1.0,1040,16986,1.0,0,0,4,1040,0,Renton,312982.0
361280.0,2,1.0,820,6400,1.0,0,0,4,820,0,Seattle,359336.0
100000.0,2,1.0,910,22000,1.0,0,0,3,910,0,Algona,97999.0
540000.0,7,5.75,3700,7647,2.0,0,1,3,3700,0,Lake Forest Park,538016.0
480500.0,4,2.5,2180,11200,1.0,0,0,4,2180,0,Woodinville,478532.0
280000.0,3,2.5,1600,4271,2.0,0,0,3,1600,0,Auburn,278000.0
440000.0,3,1.75,1500,6180,1.0,0,0,4,1060,440,Seattle,438012.0
530000.0,3,1.0,1340,4284,1.0,0,0,3,1080,260,Seattle,527994.0
560000.0,3,2.0,1860,13374,1.0,0,0,3,1860,0,Issaquah,558015.0
775000.0,3,2.0,2540,7200,1.5,0,3,4,1600,940,Seattle,773095.0
160000.0,2,1.0,1040,13100,1.0,0,0,5,1040,0,Kent,158088.0
209950.0,3,1.5,1380,11130,1.0,0,0,3,1380,0,Federal Way,207938.0
226500.0,3,1.75,1640,10762,1.0,0,0,3,1130,510,Covington,224500.0
380000.0,5,1.75,3000,6000,1.0,0,0,5,1500,1500,Seattle,378042.0
409500.0,4,2.75,2140,13000,1.0,0,0,3,1320,820,Kenmore,407503.0
690000.0,3,2.0,1760,6428,1.0,0,0,4,980,780,Seattle,688018.0
405000.0,3,2.25,1660,8307,1.0,0,0,4,1660,0,Shoreline,402999.0
375000.0,3,2.5,1830,13042,2.0,0,0,3,1830,0,Maple Valley,372991.0
794154.0,4,2.0,2210,8556,1.0,0,1,4,1210,1000,Seattle,792175.0
185000.0,4,1.0,1490,6600,1.0,0,0,3,1490,0,Burien,182990.0
245000.0,3,1.5,1260,1270,2.0,0,0,3,1040,220,Seattle,242995.0
1532500.0,5,4.5,4270,8076,2.0,0,0,3,3400,870,Kirkland,1530493.0
1040000.0,4,3.5,3900,8391,2.0,0,0,3,3900,0,Kirkland,1037994.0
425000.0,2,2.5,1150,1027,3.0,0,0,3,1150,0,Seattle,422992.0
495000.0,4,2.75,2656,21195,2.0,0,0,3,2656,0,Auburn,492986.0
365000.0,5,2.75,2410,5003,1.0,0,0,3,1410,1000,Seattle,362992.0
417250.0,3,2.25,1606,1452,3.0,0,0,3,1606,0,Seattle,415241.0
339950.0,2,1.0,820,681,3.0,0,0,3,820,0,Seattle,337944.0
615000.0,2,1.0,1540,6872,1.0,0,0,4,820,720,Seattle,613011.0
403000.0,3,2.75,2090,8354,2.0,0,0,3,2090,0,Duvall,401088.0
980000.0,5,2.5,3160,11470,1.0,0,0,4,1780,1380,Mercer Island,978029.0
258000.0,4,1.75,1730,8320,1.0,0,0,3,1230,500,Federal Way,255996.0
533000.0,3,1.0,1670,4080,1.0,0,0,3,1170,500,Seattle,530989.0
537500.0,4,2.5,2550,4630,2.0,0,0,3,2550,0,Sammamish,535495.0
830000.0,5,3.0,3040,9601,1.0,0,0,5,1970,1070,Mercer Island,828032.0
712000.0,3,1.0,1250,4620,1.5,0,0,4,1150,100,Seattle,710029.0
262000.0,4,2.5,2020,6236,2.0,0,0,3,2020,0,Algona,259998.0
753888.0,4,2.5,2660,5500,2.0,0,2,3,2660,0,Issaquah,751885.0
