bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,years_since_last_update,city_bin_1,city_bin_2,city_bin_3,city_bin_4,city_bin_5,city_bin_6
3,3.0,7.816416983691801,10.7211285344439,1.0,0,0,4,7.390798521735676,6.7580945044277305,7.589335823170617,7.597396320212795,13.317944963470325,1,1,0,1,0,1
3,2.75,7.650168700845001,9.245997049184217,2.0,0,0,3,7.32052696227274,6.3818160174060985,7.6004023345004,7.604396348796338,13.167327182771915,0,0,0,1,0,1
3,2.5,7.9483852851118995,8.78523362361273,2.0,0,0,3,7.9483852851118995,0.0,7.595889917718538,0.0,13.31052120333198,1,1,0,1,0,1
4,2.5,7.732369222284388,8.931816237309167,2.0,0,0,4,7.732369222284388,0.0,7.601901959875166,0.0,12.973863369085883,1,0,0,0,0,1
3,2.5,7.844240718141811,10.72006844026127,2.0,0,0,3,7.844240718141811,0.0,7.601901959875166,0.0,13.44878527817204,0,0,0,0,0,1
4,1.0,7.450660796211539,7.937731775260109,1.5,0,0,4,7.090909822079984,6.255750041753367,7.563719668414366,7.597897950521784,13.20855575243673,0,0,1,0,0,1
3,2.25,7.630946580890459,10.555239657729688,1.0,0,0,4,7.353081920515432,6.2166061010848646,7.590346945602565,7.601402334583733,12.626429650198943,1,1,1,1,0,0
3,2.5,7.565793282428515,8.88391747120797,2.0,0,0,3,7.565793282428515,0.0,7.603897968521881,0.0,13.176843986902126,0,0,1,0,0,1
4,2.0,7.645397699428633,8.799510901368867,1.0,0,0,3,6.976348070447749,6.928537818164665,7.5883236773352225,0.0,12.213182311850169,0,0,1,0,0,1
3,2.75,7.60887062919126,9.729610242524837,2.0,1,4,3,7.60887062919126,0.0,7.60489448081162,0.0,13.801912522317847,1,1,1,0,0,0
3,1.0,7.5126175446745105,9.013108202446476,1.0,0,0,3,7.5126175446745105,0.0,7.57198844937744,7.600902459542082,12.374768458742317,0,1,0,0,1,0
4,3.5,8.169336395928386,9.575469478561471,2.0,0,1,3,7.852050207265889,6.8679744089702925,7.59488438721652,7.601402334583733,13.67871785303738,0,0,1,0,1,0
7,2.5,7.57095858316901,8.605020901781758,2.0,0,0,3,7.57095858316901,0.0,7.598399329323964,0.0,12.535401572211882,0,1,0,0,0,0
3,3.5,8.186185994226083,8.764521909518802,2.0,0,0,3,8.186185994226083,0.0,7.600902459542082,0.0,13.587356977386175,0,1,0,0,0,1
3,1.75,7.749753406274437,9.29660980712836,2.0,0,0,3,7.749753406274437,0.0,7.568379267836522,7.5883236773352225,13.508342528071122,0,0,1,0,0,1
5,4.75,8.698013622083925,9.254452946594505,2.0,1,4,3,8.30671904320269,7.57095858316901,7.602401335665818,0.0,14.603057958986549,1,0,0,0,1,0
4,2.0,7.43307534889858,8.086717920303906,1.5,0,0,3,7.346655163176539,4.948759890378168,7.550661243105336,0.0,13.092625559140371,0,0,1,0,0,1
3,1.75,7.340186835320115,9.287394001418471,1.0,0,0,5,6.647688373563329,6.647688373563329,7.57455848420248,0.0,13.118463783863218,0,0,0,1,1,0
2,2.5,7.2305631534092925,6.860663671448287,3.0,0,0,3,7.2305631534092925,0.0,7.604396348796338,0.0,13.212194940594516,0,0,1,0,0,1
3,1.0,6.994849985833071,8.897819009510757,1.0,0,0,5,6.994849985833071,0.0,7.591861714889934,0.0,12.567307178724922,1,0,0,0,0,1
3,1.0,7.00397413672268,8.305731144875866,1.5,0,4,4,7.00397413672268,0.0,7.56164174558878,0.0,12.791297698972016,1,1,0,1,0,0
3,2.5,7.804251383528112,8.374015421739909,2.0,0,0,3,7.804251383528112,0.0,7.606387389772652,0.0,13.396946532402362,0,0,0,0,0,1
3,1.0,7.057036981697891,9.084096645401932,1.0,0,0,3,7.057036981697891,0.0,7.577121930876679,7.605392364814935,12.66030569533863,0,0,1,0,0,1
4,1.75,7.409136443920128,8.962007209588313,1.0,0,0,3,7.409136443920128,0.0,7.585281078639126,7.599901959208498,12.693130029341736,1,0,0,0,0,1
2,1.0,6.660575149839686,8.153637486385282,1.0,0,0,4,6.660575149839686,0.0,7.565793282428515,0.0,12.55697948589855,0,0,1,1,1,0
3,1.5,7.467942332285852,9.433563920090563,1.0,0,0,3,7.048386408721883,6.398594934535208,7.578145472419466,7.603897968521881,12.653945689887916,0,1,1,1,0,0
2,1.75,7.403061091090091,8.314097335405807,1.0,0,0,3,6.734591659972948,6.68586094706836,7.561121589530238,7.601402334583733,13.171155446333852,0,0,1,0,0,1
3,1.5,7.766840537085513,8.81744592104187,2.0,0,0,5,7.565793282428515,6.066108090103747,7.563719668414366,0.0,13.45965670540916,0,0,1,0,0,1
3,2.5,8.4252971767117,9.77696014606437,2.0,0,0,4,8.24301946898925,6.634633357861686,7.594381242551817,0.0,13.448806922959434,0,1,0,0,0,1
3,2.25,7.659642954564682,10.897017064751084,2.0,0,0,4,7.659642954564682,0.0,7.583247524303362,0.0,13.632833337929648,0,0,1,0,0,0
4,2.75,8.105005537547246,8.726967774991493,2.0,0,0,3,8.105005537547246,0.0,7.605392364814935,0.0,13.393905397137589,1,1,1,0,0,1
5,2.0,7.57095858316901,8.699681400989514,1.0,0,0,5,6.878326468291325,6.878326468291325,7.57353126274595,0.0,13.267426028774535,0,0,1,0,0,1
2,1.5,6.918695219020472,7.585281078639126,1.5,0,0,5,6.918695219020472,0.0,7.553286605600419,0.0,12.990191060817438,0,0,1,0,0,1
3,2.5,7.438971592395862,8.922258219503062,2.0,0,0,3,7.438971592395862,0.0,7.598399329323964,0.0,12.759834187903657,1,0,0,0,0,1
5,1.0,7.534228326274089,8.962007209588313,1.0,0,0,3,7.365812837209472,5.673323267171493,7.582229194276461,7.602900462204755,12.468429217660386,0,0,1,0,0,1
4,2.5,7.736743682453495,9.321344930019094,2.0,0,0,4,7.736743682453495,0.0,7.595387278853972,0.0,12.981981142687648,1,0,0,0,0,1
5,2.25,8.006700845440367,9.539644119118783,2.0,0,0,4,8.006700845440367,0.0,7.588829878307813,0.0,13.301389510248486,0,0,0,0,0,1
3,2.0,7.687538766201629,8.512582578858554,1.5,0,2,4,7.427144133408616,6.2166061010848646,7.565793282428515,0.0,13.22324166285985,0,0,1,0,0,1
3,2.25,7.701200180857446,8.987321812850125,2.0,0,0,4,7.701200180857446,0.0,7.585788821732034,0.0,12.422320475916443,1,1,1,1,0,0
4,2.5,7.67368812926773,8.82585367025321,2.0,0,0,4,7.67368812926773,0.0,7.596894438144544,0.0,12.658771151119518,1,1,0,0,1,0
1,1.0,6.431331081933479,9.01942196795671,1.0,0,0,3,6.431331081933479,0.0,7.570443252057374,7.585788821732034,11.891581054756658,0,0,1,0,0,1
3,2.0,7.372118028337787,10.49096861519108,1.0,0,0,4,7.372118028337787,0.0,7.5883236773352225,0.0,12.621907138590265,1,0,0,0,0,1
3,1.75,7.2868764117507,9.267193183568963,1.0,0,0,3,6.898714534329988,6.154858094016418,7.599901959208498,0.0,12.382141360658364,0,0,1,0,0,1
5,2.0,7.659642954564682,11.831859080925614,1.5,0,0,3,7.659642954564682,0.0,7.5569505720129,7.592870287844818,12.983142688525064,0,1,0,1,0,1
5,3.0,8.042699496897637,9.427868184504756,1.0,0,0,3,7.490529402060711,7.186144304522325,7.589841512182657,7.60339933974067,12.981944319175833,0,1,1,0,0,0
3,2.25,7.710205194432532,9.110961927995904,2.0,0,0,4,7.710205194432532,0.0,7.59488438721652,0.0,13.301369444029964,0,0,1,0,0,0
4,2.0,7.438971592395862,9.0642735958414,1.0,0,0,3,6.746412128573375,6.746412128573375,7.578656850594762,7.606387389772652,12.545247180153035,0,0,1,0,0,0
5,2.5,8.089789175789319,10.098272780745283,1.5,0,1,4,7.745435610274381,6.85751406254539,7.576097340623111,7.592870287844818,13.531844410878795,1,0,1,0,1,0
3,2.5,7.560601162768557,8.88599431515281,2.0,0,0,3,7.560601162768557,0.0,7.597897950521784,0.0,12.587955191380727,1,1,1,1,0,0
2,1.5,7.0825485693553,8.131824785007195,1.0,0,0,3,6.898714534329988,5.303304908059076,7.560080465021827,7.601901959875166,12.992254692057308,0,0,1,0,0,1
3,2.25,7.301147805856032,7.944846711001996,2.0,0,0,3,7.301147805856032,0.0,7.607381425639791,7.556427969440253,12.380399832331726,0,1,0,0,0,0
3,2.5,7.65491704784832,8.303752415563412,2.0,0,0,4,7.65491704784832,0.0,7.595889917718538,0.0,12.774257329671917,1,1,0,0,1,0
4,3.25,8.38958706681109,9.718723014091031,2.0,0,0,3,8.38958706681109,0.0,7.602900462204755,0.0,13.862392235464355,0,1,0,0,0,1
2,3.0,7.147559271189454,7.069874128458572,2.0,0,0,3,7.01301578963963,5.081404364984463,7.601402334583733,0.0,13.178745601197818,0,0,1,0,0,1
4,2.5,7.710205194432532,9.251002353695071,1.0,0,0,5,7.280008252884188,6.660575149839686,7.5883236773352225,0.0,13.20399313274354,1,0,0,0,1,0
4,1.0,7.273092595999522,8.867990898182093,1.5,0,0,3,7.273092595999522,0.0,7.553286605600419,7.608374474380783,13.118329251248394,0,0,1,0,0,1
3,2.25,7.989899374942939,11.27522649564682,1.5,0,0,3,7.989899374942939,0.0,7.604396348796338,0.0,13.833345564489187,0,1,0,0,0,1
2,1.0,6.836259277277067,8.929435283803425,1.0,0,0,3,6.836259277277067,0.0,7.594381242551817,0.0,12.33716669524623,1,1,0,0,0,1
2,1.0,6.698268054115413,9.038958755220564,1.0,0,0,4,6.698268054115413,0.0,7.580699752224563,0.0,0.0,1,1,1,1,0,0
4,2.5,7.692113339595466,9.35018926709258,1.0,0,0,4,7.266128779556451,6.634633357861686,7.587310506022615,0.0,13.455872657373051,0,0,1,0,0,0
4,1.75,7.313886831633462,9.358846580275406,1.0,0,0,4,6.90875477931522,6.2166061010848646,7.578656850594762,7.605890001053122,12.842363719491908,0,1,0,0,1,0
1,2.0,7.048386408721883,9.191463316206494,1.0,0,0,4,7.048386408721883,0.0,7.582229194276461,0.0,11.635488170893236,0,1,0,0,0,0
3,1.75,7.346655163176539,8.457230850243555,1.0,0,0,4,6.7580945044277305,6.53813982376767,7.575584651557793,7.593877844605118,13.034659396983944,0,0,1,0,0,1
3,1.75,7.804251383528112,7.898039690764619,2.0,0,0,3,7.467942332285852,6.55250788703459,7.557994958530806,0.0,13.748393782650677,0,0,1,0,0,1
3,2.5,7.901377353792616,9.2098402469345,1.0,0,3,4,7.208600337960199,7.208600337960199,7.580699752224563,0.0,12.899324820578006,1,1,0,1,0,0
3,1.0,6.994849985833071,9.0642735958414,1.0,0,0,4,6.994849985833071,0.0,7.587817219993427,0.0,12.55330111166047,1,1,1,0,0,0
2,1.0,7.630946580890459,9.035867930125628,1.0,0,0,3,7.13966033596492,6.68586094706836,7.582229194276461,7.602900462204755,12.49873479677858,0,0,1,0,0,1
3,2.5,7.645397699428633,9.29053691397046,1.0,0,0,4,7.215975002651466,6.594413459749778,7.59488438721652,0.0,12.55325164536644,1,1,1,1,0,0
3,2.5,7.645397699428633,8.941283763647567,1.0,0,0,3,7.215975002651466,6.594413459749778,7.582229194276461,7.608374474380783,13.201150527965044,1,0,1,0,0,1
4,2.75,8.261268150577648,9.215029361462314,2.0,0,0,3,8.261268150577648,0.0,7.603897968521881,0.0,14.150514574420423,0,0,1,0,1,0
3,2.5,7.576097340623111,9.003439196207838,2.0,0,0,4,7.576097340623111,0.0,7.596392304064196,0.0,12.696218917789604,1,1,0,0,1,0
3,2.5,7.409136443920128,9.53365499705667,2.0,0,0,3,7.409136443920128,0.0,7.6004023345004,7.604396348796338,12.506158719290523,0,0,0,1,0,0
4,2.25,7.979681302387741,8.781708985836179,2.0,0,0,4,7.72356247227797,6.493753839851686,7.569411792450712,0.0,14.367131039882333,0,0,1,0,0,1
4,1.5,7.664346632098617,9.082620630373812,1.0,0,0,3,7.00397413672268,6.93828448401696,7.582229194276461,7.602900462204755,12.460707111935724,1,1,0,0,1,0
3,2.0,7.534228326274089,8.684401110400144,1.0,0,0,3,7.147559271189454,6.398594934535208,7.594381242551817,0.0,12.456889727932897,1,1,0,0,1,0
3,1.0,7.057036981697891,9.373903755841548,1.0,0,0,3,7.057036981697891,0.0,7.585281078639126,7.599901959208498,12.621501285724502,1,1,0,1,0,1
3,1.0,7.307202314764738,9.104535313079204,1.0,0,0,4,7.307202314764738,0.0,7.578145472419466,7.590852123688581,12.23087256943565,0,0,1,0,0,1
3,2.0,7.252053951852814,9.169622538697624,1.0,0,0,4,7.252053951852814,0.0,7.592870287844818,0.0,12.80358409329917,1,1,0,1,0,1
3,1.0,7.208600337960199,9.071193240566023,1.5,0,0,3,7.208600337960199,0.0,7.57198844937744,7.600902459542082,11.970362970156838,1,1,0,0,0,1
3,2.25,7.496097345175956,9.259225769705994,2.0,0,0,3,7.496097345175956,0.0,7.59890045687141,0.0,12.70838009242074,0,1,1,0,1,0
3,2.0,7.848153086199526,12.28662906738383,1.0,0,0,3,7.848153086199526,0.0,7.594381242551817,0.0,13.23214112272257,0,1,0,0,0,0
3,2.25,7.074116816197362,9.172742341560864,2.0,0,0,3,7.074116816197362,0.0,7.594381242551817,0.0,12.737920740515422,0,1,0,0,1,0
2,1.0,6.825460036255307,8.931948346431495,1.0,0,0,4,6.825460036255307,0.0,7.576097340623111,7.592870287844818,12.206162641480416,1,1,1,0,0,0
4,2.5,7.937731775260109,9.047233034106032,2.0,0,0,3,7.937731775260109,0.0,7.60339933974067,7.602900462204755,12.957484017221836,0,1,1,0,1,0
3,2.5,8.061802274538348,9.453364978883542,2.0,0,0,3,7.766840537085513,6.698268054115413,7.59890045687141,0.0,12.90670672915546,1,1,1,1,0,0
4,2.5,7.901377353792616,9.118553976345474,2.0,0,0,3,7.901377353792616,0.0,7.596392304064196,7.605890001053122,13.385484278626944,1,0,0,0,1,0
4,3.25,8.000014093678072,8.853808274977197,2.0,0,3,3,7.669028288589683,6.734591659972948,7.550135342488429,7.608374474380783,14.150543902734087,0,0,1,0,0,1
3,1.75,7.065613363597717,9.00981411052738,1.0,0,0,3,7.065613363597717,0.0,7.582229194276461,7.602900462204755,12.767110279306408,1,0,1,0,0,1
3,2.5,7.710205194432532,8.657129031713755,2.0,0,0,3,7.710205194432532,0.0,7.602900462204755,0.0,13.847975811991478,0,0,1,0,1,0
4,1.75,7.581209826196346,9.137877200242468,1.0,0,0,5,7.201170883281678,6.431331081933479,7.590852123688581,0.0,12.821317742312225,0,0,1,1,1,0
3,1.75,7.596392304064196,8.623533227187563,1.0,0,0,4,7.00397413672268,6.792344427470809,7.570443252057374,7.595889917718538,13.542537114650932,0,0,1,0,0,1
5,2.5,7.955425088912672,12.252593570255565,1.0,0,0,4,7.565793282428515,6.825460036255307,7.563200592358071,7.585281078639126,13.012622169398592,1,0,0,0,0,1
4,1.75,7.606387389772652,9.062536177207788,1.0,0,0,4,7.201170883281678,6.508769136971682,7.579678823090456,7.601901959875166,12.799399490807907,1,0,1,0,0,1
5,2.5,8.188966863648876,9.758519582283522,1.0,0,0,4,7.787796878181171,7.0825485693553,7.585281078639126,0.0,12.903045000772217,1,1,0,1,1,0
2,1.0,6.660575149839686,9.70167731915831,1.0,0,0,1,6.660575149839686,0.0,7.57198844937744,0.0,8.675734219544788,1,0,0,1,0,1
3,1.0,6.814542897259958,9.081369990679224,1.0,0,0,3,6.814542897259958,0.0,7.584264818389059,7.582738488914411,12.297000509728216,0,0,1,0,0,1
4,2.5,7.462214939768189,8.922791623969637,1.0,0,0,4,7.107425474110705,6.255750041753367,7.589335823170617,7.597396320212795,13.153879486172055,0,0,0,0,0,1
3,2.75,7.00397413672268,6.621405651764134,2.0,0,0,3,6.660575149839686,5.771441123130016,7.605392364814935,0.0,12.556704868952256,0,0,1,0,0,1
4,2.75,7.749753406274437,8.376781037699493,2.0,0,0,3,7.749753406274437,0.0,7.607381425639791,7.556427969440253,13.087938930491031,1,0,0,0,0,1
3,1.75,7.518064181233078,8.910990494656719,1.0,0,0,4,7.123672785204607,6.398594934535208,7.589335823170617,7.597396320212795,12.496908489612036,1,1,0,0,1,0
6,3.0,7.687538766201629,8.981807323377534,2.0,0,0,3,7.687538766201629,0.0,7.591357046698551,0.0,12.35888385724185,1,1,1,1,0,0
3,1.75,7.147559271189454,8.999742789830492,1.0,0,0,3,6.78105762593618,5.968707559985366,7.576097340623111,7.603897968521881,12.748385308380954,1,1,1,0,0,0
2,2.0,7.43307534889858,8.412054873292933,1.0,0,0,3,7.43307534889858,0.0,7.60339933974067,7.602900462204755,13.239253570150634,0,0,0,0,0,1
4,2.5,7.9865049385539955,9.247925132303454,2.0,0,0,4,7.9865049385539955,0.0,7.596894438144544,0.0,13.527841818756938,0,1,0,1,1,0
3,1.0,7.266128779556451,8.517393171418904,1.0,0,0,4,6.985641817639208,5.860786223465865,7.560080465021827,7.593877844605118,13.217702647694612,0,0,1,0,0,1
4,2.75,7.901377353792616,8.699681400989514,2.0,0,0,4,7.650168700845001,6.398594934535208,7.555381944240273,0.0,13.523942277311225,0,0,1,0,0,1
5,2.5,7.944846711001996,9.145908511816794,1.0,0,0,4,7.346655163176539,7.147559271189454,7.585281078639126,0.0,13.1725487582823,0,0,1,0,0,0
4,2.5,7.81237820598861,10.465215394229238,2.0,0,0,3,7.81237820598861,0.0,7.595889917718538,0.0,13.08779677704658,0,1,0,0,0,0
3,1.0,6.918695219020472,9.204925739274683,1.0,0,0,4,6.918695219020472,0.0,7.587817219993427,0.0,12.63794596691464,1,1,1,0,0,1
2,1.5,6.9930151229329605,7.215975002651466,2.0,0,0,3,6.9930151229329605,0.0,7.592870287844818,7.605890001053122,12.4211517665623,0,0,1,0,1,0
3,1.5,6.68586094706836,9.088285725968875,1.0,0,0,4,6.68586094706836,0.0,7.580699752224563,0.0,12.1497244915763,1,1,1,1,0,0
5,2.5,7.804251383528112,8.852950887099581,2.0,0,0,3,7.804251383528112,0.0,7.602401335665818,0.0,12.745482810691932,1,1,0,0,1,0
4,3.5,8.202756381655638,10.55963355495159,2.0,0,0,3,7.844240718141811,7.00397413672268,7.599401333415815,0.0,13.45023444407394,0,0,1,1,1,0
4,2.5,8.026496938945412,8.699681400989514,2.0,0,0,3,8.026496938945412,0.0,7.607381425639791,7.556427969440253,13.045674539217616,0,1,1,0,1,0
6,2.75,7.875119281040293,9.705768053562077,1.0,0,0,4,7.409136443920128,6.888572459565364,7.5883236773352225,0.0,13.272552506354966,0,0,0,0,0,1
2,3.0,7.252053951852814,7.123672785204607,2.0,0,0,3,7.039660349862076,5.602118820879701,7.604396348796338,0.0,12.906679433903962,0,0,1,0,0,1
3,1.0,6.918695219020472,9.153875834995056,1.0,0,0,4,6.918695219020472,0.0,7.580699752224563,0.0,11.901868159992343,1,1,0,1,0,0
3,2.5,7.852050207265889,8.188966863648876,2.5,0,0,3,7.852050207265889,0.0,7.60489448081162,0.0,13.426893717325854,1,0,0,0,1,0
4,2.25,8.019941687677365,8.517393171418904,2.0,0,3,4,7.640603826393634,6.8679744089702925,7.563719668414366,7.597897950521784,14.365369184959448,0,0,1,0,0,1
4,2.5,7.893945138235959,9.410501846898468,1.0,1,4,3,7.372118028337787,6.994849985833071,7.579167967396076,7.601901959875166,14.083627474921215,1,1,0,1,1,0
3,1.75,7.201170883281678,9.70996348123418,1.0,0,0,4,7.201170883281678,0.0,7.585281078639126,0.0,12.375954650930538,1,1,0,0,1,0
4,2.5,7.645397699428633,9.1801903950253,1.0,0,0,5,7.186144304522325,6.647688373563329,7.583756300707112,0.0,13.0455600838254,1,0,1,0,0,1
4,3.5,8.328692583545568,8.866440619526173,2.0,0,0,3,8.058643712215618,6.888572459565364,7.602900462204755,0.0,13.650633556280694,0,0,1,0,1,0
4,2.5,7.75833346749091,8.23880116587155,2.0,0,0,3,7.75833346749091,0.0,7.605392364814935,0.0,13.001309247548027,0,0,1,0,0,1
2,1.0,6.68586094706836,8.77971129020447,1.0,0,0,4,6.68586094706836,0.0,7.577633832602728,7.592870287844818,12.587989319559346,1,0,1,0,0,1
3,2.75,8.266421472984554,8.884194633072273,2.0,0,1,3,8.089789175789319,6.447305862541213,7.584773077612199,7.606387389772652,13.890609681622164,0,0,1,0,0,1
4,2.5,7.621195162809845,9.988839219635633,2.0,0,0,3,7.621195162809845,0.0,7.598399329323964,0.0,12.9979491539401,0,0,0,1,0,0
3,2.5,8.058643712215618,9.45915167003897,1.0,0,2,4,7.507141079727608,7.201170883281678,7.584264818389059,0.0,14.284285307446476,0,0,1,0,0,0
4,3.0,8.229777750081887,9.30801139914963,2.0,0,0,3,8.229777750081887,0.0,7.589335823170617,0.0,13.72997990234728,0,1,0,0,0,1
