price	bedrooms	bathrooms	sqft_living	sqft_lot	floors	waterfront	view	condition	sqft_above	sqft_basement	yr_built	yr_renovated	years_since_last_update	city_bin_1	city_bin_2	city_bin_3	city_bin_4	city_bin_5	city_bin_6
13.57978949	3	2.5	7.863651265	8.466110401	1	0	0	4	7.438971592	6.803505258	7.576609767	7.60090246	13.57725591	0	0	1	0	0	1
12.85448655	4	1.75	7.353081921	9.071193241	1	0	0	4	7.353081921	0	7.584773078	0	12.84933081	0	0	1	0	1	0
13.12226537	4	2.5	7.958926493	8.115520882	2	0	0	3	7.69211334	6.508769137	7.60339934	7.602900462	13.11825093	1	1	0	1	0	1
13.38472918	4	2	7.50714108	8.517393171	1.5	0	1	3	7.403061091	5.198497031	7.573531263	7.60638739	13.38163209	0	0	1	0	0	1
13.34550853	4	2.5	7.944846711	9.03705784	2	0	0	3	7.944846711	0	7.608374474	0	13.34228093	1	0	1	0	0	1
12.89922233	4	2.5	8.197263371	10.66627739	1.5	0	0	3	7.74109909	7.193685818	7.590852124	7.608374474	12.89417462	0	1	0	0	0	0
13.31133113	3	2.5	8.083637203	10.40885833	2	0	2	3	8.083637203	0	7.598900457	0	13.30802269	1	1	1	1	0	0
12.99453228	2	1	6.685860947	8.486940148	1	0	0	4	6.685860947	0	7.573017256	0	12.99010432	0	0	1	0	0	1
12.5679376	3	3	7.523481313	9.90183619	1	0	0	4	6.994849986	6.634633358	7.59739632	0	12.56097752	0	1	1	0	1	0
12.90669432	3	2	7.581209826	9.480443842	1	0	2	5	7.409136444	5.739792912	7.579678823	0	12.90182643	1	1	0	1	1	0
13.52782982	3	2.5	7.779466967	8.787372989	1	0	2	4	7.273092596	6.857514063	7.578656851	7.605890001	13.52514756	0	0	1	0	0	1
12.7218888	3	2.25	7.365812837	9.693753688	1	0	0	4	7.365812837	0	7.590346946	7.601402335	12.71590077	0	1	1	1	0	0
12.46844076	4	2	7.300472814	9.062536177	1	0	0	4	7.300472814	0	7.588323677	0	12.46081951	1	0	0	0	0	1
12.63948036	2	1	6.746412129	8.728264161	1	0	0	4	6.746412129	0	7.576097341	7.592870288	12.63303176	1	0	1	0	0	1
12.99441864	3	2.5	7.479299638	7.964155719	2	0	0	3	7.479299638	0	7.596392304	7.605890001	12.98984176	0	0	1	0	0	1
12.36734505	2	1	7.099201744	9.148571346	1	0	0	2	7.099201744	0	7.575584652	0	12.35901688	0	0	1	0	0	1
12.66033109	3	1	7.057036982	9.12489141	1	0	0	3	7.057036982	0	7.585281079	7.599901959	12.65397125	1	1	0	1	0	1
12.98883427	3	2.25	7.586296307	10.4659849	2	0	0	4	7.586296307	0	7.589841512	0	12.98430518	1	0	0	0	1	0
12.91779867	3	2.5	7.565793282	9.255409335	2	0	0	3	7.565793282	0	7.599401333	0	12.91288848	1	0	0	0	0	1
13.0074036	3	2.5	7.147559271	7.074116816	3	0	0	3	7.147559271	0	7.60190196	0	13.00290394	0	0	1	0	0	1
13.63877457	4	2.5	8.105005538	10.66893214	2	0	0	3	8.105005538	0	7.60190196	0	13.63638389	0	0	0	0	0	1
13.35347669	4	2.75	7.905072849	10.52615862	2	0	0	3	7.905072849	0	7.601402335	0	13.35029704	1	0	0	0	1	0
13.21767538	3	1.75	7.976251944	10.46882977	1.5	0	0	3	7.976251944	0	7.590852124	7.608374474	13.21400684	0	1	0	0	0	1
13.5985988	3	2	7.905072849	8.412054873	1.5	0	0	4	7.539558829	6.722629795	7.565275282	0	13.59619965	0	0	1	0	0	1
12.55673304	3	1.75	7.496097345	10.04776104	1	0	0	3	7.496097345	0	7.585281079	7.599901959	12.54967653	0	0	0	1	0	0
13.0604901	5	2.5	7.701200181	9.175334763	1	0	0	3	7.286876412	6.621405652	7.589335823	0	13.05627699	0	1	1	0	0	0
12.97154281	4	1.5	7.560601163	9.210440367	1	0	0	4	6.97634807	6.746412129	7.578145472	7.590852124	12.96692988	0	0	1	0	0	0
13.10521925	4	1.75	7.69211334	11.73968647	1	0	2	3	7.69211334	0	7.585281079	7.599901959	13.10114791	0	1	0	0	0	0
13.57344027	5	3.25	8.205491613	9.39232854	2	0	2	3	8.205491613	0	7.604396349	0	13.57088159	1	1	1	0	0	1
12.86100121	3	3.25	7.186144305	7.19142933	2	0	0	3	6.947937069	5.638354669	7.605392365	0	12.85577199	0	0	1	0	0	1
12.59473403	2	2.5	7.396948603	7.221835825	2	0	0	3	7.155396302	5.860786223	7.605890001	0	12.58790058	0	0	1	0	0	1
13.22672519	4	2.5	8.105005538	8.77971129	2	0	0	3	8.105005538	0	7.607381426	7.556427969	13.22327421	1	1	1	0	0	1
13.0389622	3	2.5	7.893945138	8.61974978	2	0	0	3	7.893945138	0	7.607878073	7.562161631	13.03477292	0	0	1	1	1	0
13.34550853	4	3.25	7.912423121	10.89701706	1	0	0	3	7.353081921	7.065613364	7.604894481	0	13.34229217	1	0	0	0	0	1
12.61154109	3	2.5	7.840312983	8.527341522	2	0	0	3	7.840312983	0	7.604396349	0	12.60483199	1	1	0	0	1	0
13.34550853	4	2.75	7.979681302	8.795733606	2	0	0	3	7.979681302	0	7.607381426	7.556427969	13.34244464	1	0	0	0	0	1
13.22311509	2	1	6.803505258	8.517393171	1	0	0	3	6.803505258	0	7.573017256	0	13.21959353	0	0	1	0	0	1
12.84761332	3	2.5	7.409136444	9.550733483	1	0	0	4	7.030857476	6.255750042	7.594381243	0	12.84237166	1	0	0	0	1	0
12.6443308	3	1	6.918695219	9.204925739	1	0	0	4	6.918695219	0	7.58781722	0	12.63794597	1	1	1	0	0	1
13.5606196	2	2.5	7.893945138	8.908288886	1	0	0	3	7.893945138	0	7.60339934	7.602900462	13.55803174	0	0	0	0	0	1
12.80765537	3	2.5	7.696667082	8.902591637	1	0	0	5	7.359467638	6.447305863	7.595387279	0	12.80219393	1	0	0	0	0	1
12.71274265	4	2.5	7.836369761	9.203718496	2	0	2	3	7.60638739	6.255750042	7.596392304	7.605890001	12.70667216	0	1	0	0	0	0
13.57152762	3	2.5	7.955425089	8.872206756	2	0	0	3	7.596392304	6.758094504	7.591357047	0	13.5689973	0	0	1	0	0	1
13.35029704	4	2	7.732369222	8.701346403	1	0	0	3	7.03966035	7.03966035	7.550135342	7.603897969	13.34709926	0	0	1	0	0	1
13.23569385	3	2.5	7.550135342	9.076237387	2	0	0	3	7.550135342	0	7.594884387	7.601402335	13.23211603	0	1	0	0	0	1
13.71015115	3	1	7.193685818	11.26411789	1	0	0	3	7.193685818	0	7.564757013	7.578145472	13.70797768	0	0	1	0	1	0
13.18251918	2	3	7.147559271	7.069874128	2	0	0	3	7.01301579	5.081404365	7.601402335	0	13.1787456	0	0	1	0	0	1
13.63038628	4	3	7.68294317	8.294299609	2	0	0	4	7.384610383	6.329720906	7.592366129	7.606884531	13.62796337	0	0	1	0	0	1
13.56705048	4	2.5	7.912423121	9.238150073	2	0	2	3	7.912423121	0	7.599401333	0	13.56448823	0	1	0	0	0	1
13.53447435	4	2.5	7.659642955	9.230437074	1	0	0	4	7.390798522	6.216606101	7.581209826	7.60190196	13.53182051	0	0	1	0	0	0
13.46649336	3	2.5	7.820439515	8.376550862	2	0	0	3	7.820439515	0	7.602900462	0	13.46364972	1	0	0	0	1	0
13.34870341	4	2.25	7.596392304	8.950662496	1	0	0	3	7.099201744	6.66057515	7.58781722	7.607878073	13.34548773	1	0	0	0	1	0
13.67048594	4	3	8.213652703	9.199582715	2	0	0	3	8.213652703	0	7.600402335	7.604396349	13.66816418	0	1	0	0	0	1
13.27078511	2	1	7.840312983	8.853808275	1	0	0	5	7.186144305	7.107425474	7.571988449	0	13.26743122	0	0	1	0	0	1
12.92391488	3	2.25	7.496097345	10.51066826	1	0	0	4	7.215975003	6.089044875	7.590346946	7.601402335	12.9190249	1	0	0	0	1	0
13.09190623	4	3	7.758333467	8.860641042	1	0	0	4	7.201170883	6.908754779	7.590852124	0	13.08781748	0	0	1	0	1	0
12.89922233	2	1.75	7.654917048	9.161150128	1	0	0	2	7.654917048	0	7.5750717	0	12.89434044	1	0	1	0	0	1
13.21585554	2	1	7.03966035	8.594339401	1	0	0	5	7.03966035	0	7.554334824	0	13.21237409	0	0	1	0	0	1
13.33747637	3	1.75	7.300472814	7.689828669	2.5	0	0	3	7.300472814	0	7.603897969	0	13.33423726	0	0	1	0	1	0
12.91164482	2	3	7.252053952	7.123672785	2	0	0	3	7.03966035	5.602118821	7.604396349	0	12.90667943	0	0	1	0	0	1
12.35449696	2	1	7.090909822	8.99516499	1	0	0	4	7.090909822	0	7.580189418	7.587310506	12.34596067	1	1	0	1	0	0
13.59345017	5	2.5	8.064950892	9.532930989	2	0	0	4	8.064950892	0	7.596392304	0	13.59096227	0	0	1	0	1	0
13.38472918	3	1.5	7.678326357	9.105090961	1	0	2	4	7.244941546	6.634633358	7.575584652	7.593877845	13.38167067	0	0	1	0	0	1
13.62071269	6	1.75	7.979681302	8.517393171	2.5	0	0	4	7.930565854	4.94875989	7.554334824	0	13.61839166	0	0	1	0	0	1
13.55414709	3	2	7.762596049	8.648396877	1.5	0	0	4	7.501634458	6.293419279	7.570443252	7.595889918	13.55156064	0	0	1	0	0	1
13.16924887	3	1.75	7.353081921	8.616314282	1	0	0	4	6.66057515	6.66057515	7.573017256	0	13.16553206	0	0	1	0	0	1
13.20140743	5	2.75	7.916078096	9.039196116	1	0	0	4	7.22329568	7.22329568	7.581209826	7.60190196	13.19770273	0	0	1	0	0	0
13.41503448	3	2.5	7.427144133	7.601402335	3	0	0	3	7.427144133	0	7.554858521	7.600402335	13.41204794	0	0	1	0	0	1
12.86074144	5	2.5	8.036249942	9.453364979	1	0	0	3	7.467942332	7.201170883	7.585281079	7.599901959	12.85553958	1	1	1	1	0	0
12.91435718	3	2.25	7.252053952	7.19518732	3	0	0	3	7.252053952	0	7.603897969	0	12.90940775	0	0	1	0	0	1
14.14840569	5	3.5	8.296795866	9.049114723	2	0	1	5	7.955425089	7.057036982	7.586803535	0	14.14699179	0	0	1	0	0	1
13.50966587	4	2.5	8.064950892	9.9944702	2	0	3	3	8.064950892	0	7.601402335	0	13.50694664	1	0	0	0	0	1
13.25339339	3	2.25	7.60638739	8.699681401	1	0	0	3	7.193685818	6.523562306	7.588829878	0	13.24992247	0	0	0	0	0	1
13.5759848	3	1.75	7.193685818	8.922791624	1	0	0	3	7.193685818	0	7.58171964	7.60339934	13.57343518	0	0	1	0	0	0
12.70077194	4	2.5	7.771067086	8.77971129	2	0	0	3	7.771067086	0	7.600402335	7.604396349	12.69463732	0	1	0	0	0	0
12.98310361	5	2	7.518064181	9.131405384	1	0	0	4	7.340186835	5.707110265	7.571988449	7.580189418	12.97859231	0	0	1	0	0	1
13.12036338	4	2.5	7.976251944	8.776475789	2	0	0	3	7.976251944	0	7.604396349	0	13.11633524	1	1	1	0	0	1
13.12436338	4	1	7.635786861	8.925321417	1	0	0	3	7.057036982	6.814542897	7.582738489	7.605392365	13.12034735	0	0	1	0	0	0
13.90168917	4	2.5	8.375860015	11.86055664	2.5	0	0	3	8.375860015	0	7.59739632	0	13.89985998	0	0	0	0	0	1
12.89922233	2	1	6.73459166	8.614501374	1	0	0	3	6.73459166	0	7.578656851	7.603897969	12.89419723	0	0	1	0	0	1
12.30138737	4	1.5	7.123672785	9.169622539	1	0	0	3	7.123672785	0	7.586803535	0	12.29238795	1	1	1	1	0	0
13.39559301	4	1	7.237778192	8.352554369	1	0	0	3	6.957497371	5.831882477	7.562681247	7.606884531	13.39252791	0	0	1	0	0	1
12.6441695	4	2.75	7.74543561	8.517393171	2	0	0	3	7.74543561	0	7.604396349	0	12.63767647	0	1	1	0	1	0
12.61154109	3	2	6.957497371	9.217613856	1	0	0	3	6.957497371	0	7.594381243	0	12.6048991	0	0	1	1	0	0
13.17284544	5	1.75	7.844240718	11.18268378	1	0	0	5	7.501634458	6.608000625	7.581209826	0	13.16911146	1	0	0	0	1	0
13.51440682	4	1.75	7.60638739	8.188966864	1.5	0	0	3	7.60638739	0	7.551186867	0	13.51183324	0	0	1	0	0	1
12.73670384	5	1	7.021976423	9.107532152	1.5	0	0	4	7.021976423	0	7.582229194	0	12.73091655	0	0	1	0	1	0
12.89609244	3	2.5	7.710205194	8.294299609	2	0	0	3	7.710205194	0	7.578145472	7.603897969	12.89105156	0	0	1	0	0	1
12.2356363	2	1	6.698268054	8.876125585	1	0	0	5	6.698268054	0	7.573017256	0	12.22615465	1	1	1	0	0	0
13.84507033	5	2.75	8.068089626	9.736310733	1	0	3	3	7.433075349	7.313886832	7.589335823	0	13.84315004	0	0	1	0	0	0
13.3046866	3	1.75	7.421177529	10.58759399	1	0	0	4	7.421177529	0	7.589335823	7.59739632	13.30136108	0	1	0	0	0	1
12.84779758	4	1.75	7.586296307	9.147400572	1	0	0	5	7.03966035	6.722629795	7.581209826	0	12.84262566	1	0	1	0	0	1
12.56724098	3	1	7.280008253	8.699681401	1	0	0	4	7.280008253	0	7.577633833	7.592870288	12.56030762	0	0	1	0	0	1
14.63968644	7	8	9.513477399	12.63705279	3	0	4	3	9.149634497	8.326274787	7.60090246	0	14.6388093	0	0	0	0	0	1
12.6441695	3	2.5	7.539558829	8.966866554	2	0	0	3	7.539558829	0	7.598399329	0	12.63771544	1	0	0	0	0	1
13.3046866	3	1.75	7.539558829	8.757940877	1	0	0	4	6.947937069	6.73459166	7.573531263	0	13.30143967	0	0	1	0	0	1
12.9432391	3	2	7.252053952	8.704668113	1.5	0	0	4	7.252053952	0	7.565793282	0	12.9386112	0	0	1	0	0	1
13.01533703	4	2	7.300472814	8.254528882	1.5	0	0	5	7.300472814	0	7.564757013	7.586296307	13.01094231	0	0	1	0	0	1
12.70669944	2	1	7.03966035	8.566173814	1.5	0	0	4	7.03966035	0	7.575584652	7.593877845	12.70066522	0	0	1	0	0	1
12.40901757	3	1.75	7.560601163	9.138522084	1	0	0	3	6.908754779	6.825460036	7.593374193	0	12.40088668	0	1	0	0	0	0
13.21585554	4	2.5	7.976251944	8.754476306	2	0	0	3	7.976251944	0	7.605392365	0	13.21219128	1	0	0	0	0	1
13.59236826	3	2.5	8.083637203	8.9692874	2	0	0	3	8.083637203	0	7.598399329	0	13.58987265	0	1	0	0	0	1
12.42902018	3	2	7.346655163	9.618535085	1	0	0	4	7.346655163	0	7.580189418	7.587310506	12.42109934	1	0	0	0	0	1
12.25486757	5	2	7.626082758	9.230241034	1	0	0	3	7.26612878	6.431331082	7.579167967	7.60190196	12.24529336	1	1	0	1	0	0
14.16968307	2	2.5	7.705712824	8.294299609	2	0	0	3	7.705712824	0	7.601402335	0	14.16827858	0	0	1	0	0	1
13.27936884	2	1	7.479299638	9.064273596	1.5	0	0	3	7.327123292	5.525452939	7.575584652	7.600402335	13.27594761	0	0	1	0	0	1
13.32937917	4	1.75	7.74109909	9.367429587	1	0	0	4	7.581209826	5.831882477	7.589841512	0	13.32615937	0	0	0	0	0	1
13.33505409	3	2	7.496097345	8.517393171	1	0	0	4	6.985641818	6.580639137	7.571988449	7.592366129	13.33184442	0	0	1	0	0	1
13.09722196	4	1.75	7.60638739	9.128262261	1	0	0	3	7.293697721	6.293419279	7.589841512	7.60339934	13.09310345	0	0	1	0	1	0
13.14197187	3	2.5	7.490529402	7.901377354	2	0	0	3	7.490529402	0	7.60638739	0	13.13802214	1	0	0	0	1	0
13.35605273	4	2.5	7.80016307	8.80267284	2	0	0	3	7.80016307	0	7.608374474	0	13.35285904	0	0	1	0	0	1
13.22672519	3	2.5	7.570958583	8.074649075	2	0	0	3	7.570958583	0	7.605890001	0	13.22309881	1	0	0	0	1	0
12.73670384	2	1.5	7.057036982	7.271703707	2	0	0	3	7.057036982	0	7.60190196	0	12.73080117	0	0	1	0	0	1
13.62918218	4	2.5	8.131824785	9.179159254	2	0	0	3	8.131824785	0	7.604894481	0	13.62676119	0	0	0	0	0	1
13.69897787	4	4.25	8.394121194	8.657129032	2	0	0	3	8.134760782	6.918695219	7.604396349	0	13.69672139	1	0	0	0	1	0
12.81243842	3	3	7.360103973	7.609862201	3	0	0	3	7.360103973	0	7.605392365	0	12.80694827	0	0	1	0	0	1
12.93603621	3	2.25	7.390798522	6.906754779	2.5	0	0	3	7.340186835	4.394449155	7.60638739	0	12.93118108	1	0	0	0	1	0
12.93913021	3	2.5	7.250635512	6.897704943	3	0	0	3	7.250635512	0	7.603897969	0	12.93430218	0	0	1	0	0	1
13.0773681	3	2.5	8.019941688	8.419800845	2	0	0	3	8.019941688	0	7.604894481	0	13.07316053	1	0	0	0	0	1
13.69897787	5	3.5	8.409830673	8.699681401	2	0	0	3	8.07121854	7.163172391	7.604396349	0	13.69672139	1	0	0	0	1	0
12.94608194	2	2.5	7.372118028	7.263329617	2	0	0	3	7.372118028	0	7.608374474	0	12.94126587	1	0	0	0	1	0
13.47611265	4	2.5	7.804251384	8.354203563	2	0	0	3	7.804251384	0	7.607878073	7.562161631	13.47340891	0	0	0	0	0	1
12.89169408	4	2	7.273092596	8.946505026	1	0	0	3	7.090909822	5.484796933	7.586803535	0	12.88671699	0	0	1	0	1	0
13.01700508	2	2	7.003974137	8.006700845	1.5	0	0	3	7.003974137	0	7.556427969	7.603897969	13.01253958	0	0	1	0	0	1
12.77422617	3	1	7.208600338	8.954286157	1	0	0	4	6.758094504	6.196444128	7.574558484	7.595387279	12.76857854	0	0	1	0	0	1
13.31957519	4	2.5	7.673688129	10.54486764	2	0	0	3	7.673688129	0	7.593877845	0	13.31631043	0	0	0	0	0	1
12.36308067	3	1.75	7.307202315	9.032050676	1	0	0	4	6.918695219	6.17586727	7.588829878	0	12.35460471	0	1	0	1	0	0
13.23747797	3	2	7.601402335	8.853808275	2	0	0	3	7.601402335	0	7.558516743	7.594381243	13.23393159	0	0	1	0	0	1
13.05836018	2	1	6.938284484	8.389587067	1	0	0	3	6.938284484	0	7.562681247	7.606884531	13.05406312	0	0	1	0	0	1
12.70487933	2	1	6.580639137	8.808070155	1	0	0	3	6.580639137	0	7.571988449	7.60090246	12.69879132	0	0	1	0	0	1
13.09807273	5	2	7.611347717	8.517393171	1.5	0	0	4	7.611347717	0	7.569927655	0	13.09409352	0	0	1	0	0	1
12.54219125	3	1.75	7.365812837	9.006018575	1	0	1	4	7.003974137	6.17586727	7.582229194	0	12.53515694	1	1	0	1	0	0
13.31463692	4	2.5	7.654917048	9.536112711	2	0	0	3	7.654917048	0	7.594884387	7.601402335	13.31133113	1	0	0	0	1	0
12.65076167	4	2	7.170888479	8.861491864	1	0	0	3	7.170888479	0	7.576097341	7.607878073	12.64428887	0	0	1	0	0	1
13.38472918	3	1.5	7.396948603	8.919453169	1	0	1	3	7.057036982	6.154858094	7.570958583	7.599401333	13.38165369	0	0	1	0	0	1
13.94214409	4	2.75	8.122964715	9.000113046	1	0	3	3	7.586296307	7.244941546	7.586296307	7.608374474	13.94036807	0	0	1	0	0	1
12.69158354	4	2.5	7.544861069	8.725344925	1	0	0	3	6.88857246	6.814542897	7.591357047	0	12.68547262	0	0	1	0	0	1
12.9598468	4	2	7.327123292	8.985194818	1	0	0	5	7.327123292	0	7.584773078	0	12.95520783	0	0	0	0	1	0
12.29683157	2	1	6.803505258	8.548885638	1	0	0	3	6.803505258	0	7.577121931	7.605392365	12.28762037	0	0	1	0	0	1
12.4292202	3	1	6.957497371	8.835646923	1	0	0	3	6.957497371	0	7.578145472	7.603897969	12.4211679	1	0	1	0	0	1
12.87390458	3	1.75	7.139660336	8.77971129	1	0	0	4	7.139660336	0	7.584264818	0	12.86885082	0	0	1	0	0	0
13.07107219	6	3	8.152198016	11.67515485	1.5	0	0	3	8.152198016	0	7.562681247	7.606884531	13.06682953	0	1	0	0	1	0
13.50898676	4	2.5	7.736743682	9.39665395	2	0	0	4	7.736743682	0	7.595387279	0	13.50628202	0	0	1	0	0	0
12.91657092	4	2.25	7.941295571	10.06053404	1	0	1	3	7.444833274	7.003974137	7.580189418	7.60339934	12.91163494	1	1	0	1	0	0
12.51356102	3	2.5	7.409136444	9.533654997	2	0	0	3	7.409136444	0	7.600402335	7.604396349	12.50615872	0	0	0	1	0	0
12.79940225	3	2.25	7.403061091	9.573245866	1	0	0	4	7.03966035	6.216606101	7.582738489	0	12.79396486	1	1	1	0	0	0
13.1900239	3	2.5	7.523481313	9.221280312	2	0	0	3	7.523481313	0	7.596894438	0	13.18629546	0	0	1	0	1	0
12.55673304	4	2.5	7.601402335	8.592486175	2	0	0	3	7.601402335	0	7.602900462	0	12.54965526	1	1	0	0	1	0
12.81448132	3	1.5	7.252053952	9.174505919	1	0	0	3	7.252053952	0	7.58171964	7.60339934	12.80901335	1	0	1	0	0	1
12.84766597	4	1.75	7.313886832	9.35884658	1	0	0	4	6.908754779	6.216606101	7.578656851	7.605890001	12.84236372	0	1	0	0	1	0
13.16158601	3	2.5	7.80832305	10.91301359	2	0	0	4	7.80832305	0	7.591357047	0	13.15777106	1	0	0	0	0	1
12.07254697	3	1	6.918695219	8.85865297	1	0	0	3	6.918695219	0	7.578145472	7.603897969	12.06102375	1	0	0	0	0	1
13.03898394	2	2.25	7.115582126	6.835184586	2	0	0	3	6.928537818	5.351858133	7.60339934	7.602900462	13.0346201	0	0	1	0	0	1
12.75130259	4	2.5	7.754481547	8.249836485	2	0	0	3	7.754481547	0	7.604894481	0	12.74546823	1	0	0	0	0	1
13.0280549	5	2.5	7.714677474	8.958154135	1	0	0	3	7.201170883	6.803505258	7.590346946	0	13.02369818	0	0	1	0	1	0
13.32121588	4	3	7.804251384	9.222071295	1	0	0	5	7.365812837	6.769641977	7.584773078	0	13.31798608	0	0	1	0	0	0
13.24103668	4	3	8.039479919	9.647368745	2	0	0	3	7.783640596	6.552507887	7.599401333	0	13.2374851	0	1	0	0	1	0
13.32530585	4	2	7.630946581	8.517393171	1	0	0	3	6.938284484	6.938284484	7.575584652	7.607878073	13.32201392	0	0	1	0	0	1
12.29225493	3	1.75	7.523481313	8.947025656	1	0	0	3	7.186144305	6.274762021	7.590852124	7.608374474	12.2829735	1	1	1	1	0	0
12.90917263	4	1.75	7.518064181	9.279959714	1	0	0	3	6.867974409	6.781057626	7.580189418	7.60339934	12.9041999	0	0	1	0	0	0
13.66468883	4	2	8.227108234	10.3864691	2	0	0	3	8.227108234	0	7.601402335	0	13.66236054	0	0	0	0	0	1
11.82408722	3	1.5	7.259116128	9.057305736	1	0	0	3	7.259116128	0	7.582229194	7.602900462	11.80930461	1	1	1	1	0	0
12.6569922	3	1	7.320526962	8.713417653	1	0	0	4	6.758094504	6.478509642	7.570958583	7.60190196	12.6505982	0	0	1	0	0	1
13.26212706	3	1.75	7.664346632	8.77971129	1	0	2	3	7.065613364	6.867974409	7.578145472	7.603897969	13.25863401	0	0	1	0	0	1
14.01845222	4	2.25	8.157943507	8.840290669	2	0	0	4	7.732369222	7.099201744	7.564757013	0	14.0168771	0	0	1	0	0	1
12.54254845	3	1.75	7.396948603	9.375939553	1	0	0	4	7.396948603	0	7.586803535	0	12.5354843	0	0	1	1	1	0
13.15192412	3	2.5	7.490529402	8.877381955	2	0	0	3	7.490529402	0	7.595889918	0	13.14805452	0	1	0	0	0	1
13.14803307	4	2.5	7.601402335	8.645586406	2	0	0	3	7.601402335	0	7.599401333	0	13.14413465	0	1	0	0	1	0
13.30301855	4	2.25	7.723562472	10.30665001	2	0	0	4	7.244941546	6.758094504	7.589841512	0	13.29971259	0	0	1	0	0	0
13.43717558	4	2.5	8.016647877	8.970177815	2	0	0	3	8.016647877	0	7.60090246	0	13.43425307	0	1	0	0	0	1
